content_replicate,TTT,RAF,MPR,MS
272G_6,0,0,1.379901961,13.5
272Gx01_6,0,0,1.39658444,18.5
273G_6,0,0,1.384803922,11
273Gx01_6,0,0,1.408366534,16.25
277G_6,0,0,1.286052009,12
277Gx01_6,0,0,1.345945946,26.5
278G_6,0,0,1.220140515,10.5
278Gx01_6,0,0,1.403773585,17
279G_6,0,0,1.378947368,8.25
279Gx01_6,0,0,1.328846154,18
neg_5-20230927_M10,0,0,1.340659341,24.75
272G_7,0,0,1.277027027,18.5
272Gx01_7,0,0,1.348914858,37.25
273G_7,0,0,1.309859155,11.75
273Gx01_7,0,0,1.327927928,18.75
277G_7,0,0,1.276404494,7.75
277Gx01_7,0,0,1.371323529,23.75
278G_7,0,0,1.126914661,20.5
278Gx01_7,0,0,1.44980695,18.75
279G_7,0,0,1.357894737,4.75
279Gx01_7,0,0,1.39731286,21
neg_6-20230927_M10,0,0,1.215889465,31.5
272G_8,0,0,1.187372709,24.5
272Gx01_8,0,0,1.232235702,38.5
273G_8,0,0,1.274193548,18
273Gx01_8,0,0,1.200339559,29.5
277G_8,0,0,1.300995025,11.5
277Gx01_8,0,0,1.334448161,34.75
278G_8,0,0,1.158836689,28.25
278Gx01_8,0,0,1.281195079,25.5
279G_8,0,0,1.322751323,13.75
279Gx01_8,0,0,1.182608696,28
blank_1-20230927_M2,0,0,1.357277883,22.5
213G_1,0,0,2.582840237,2.5
213Gx01_1,36,0.027777778,5.555765595,530.25
218G_1,0,0,1.688311688,26.5
218Gx01_1,0,0,1.384765625,26
219G_1,24,0.041666667,10.11299435,779.25
219Gx01_1,0,0,1.286778399,34.75
blank_2-20230927_M2,0,0,1.379310345,28.25
213G_2,0,0,2.375,2.5
213Gx01_2,48,0.020833333,3.241962775,339
218G_2,25.5,0.039215686,7.941787942,747.75
218Gx01_2,39,0.025641026,4.468590832,462.25
219G_2,0,0,1.104609929,61.25
219Gx01_2,0,0,1.292496172,30
blank_3-20230927_M2,0,0,1.355555556,27.5
neg_1-20230927_M2,0,0,1.402321083,25.5
213G_3,0,0,1.982394366,2.75
213Gx01_3,45,0.022222222,3.3734375,354.25
218G_3,42,0.023809524,5.175,442.75
218Gx01_3,0,0,1.395730706,25.75
219G_3,0,0,1.905660377,87.5
219Gx01_3,32.25,0.031007752,4.068471338,331.5
blank_4-20230927_M2,44.25,0.02259887,5.379968203,601.5
neg_2-20230927_M2,0,0,1.42032967,6.25
213G_4,0,0,1.866666667,4.75
213Gx01_4,0,0,1.308943089,28.5
218G_4,0,0,1.199561404,33.75
218Gx01_4,0,0,1.375198728,25.75
219G_4,0,0,1.101045296,55
219Gx01_4,38.25,0.026143791,4.756660746,148.5
neg_3-20230927_M2,0,0,1.408056042,27.75
213G_5,0,0,1.824427481,7
213Gx01_5,0,0,1.237288136,36.5
218G_5,0,0,1.360902256,31.25
218Gx01_5,0,0,1.39869281,22
219G_5,0,0,1.147058824,58.75
219Gx01_5,0,0,1.251980983,31.5
neg_4-20230927_M2,0,0,1.287804878,27.25
213G_6,0,0,1.762264151,3.25
213Gx01_6,0,0,1.261290323,32.25
218G_6,27.75,0.036036036,8.892420538,789.75
218Gx01_6,42.75,0.023391813,3.709935897,364.75
219G_6,0,0,1.125423729,58.5
219Gx01_6,0,0,1.279106858,23.25
neg_5-20230927_M2,0,0,1.269470405,26.5
213G_7,0,0,1.739130435,3.5
213Gx01_7,42.75,0.023391813,3.805872757,391
218G_7,27.75,0.036036036,8.114155251,759.25
218Gx01_7,29.25,0.034188034,4.991896272,458.5
219G_7,0,0,1.976635514,98
219Gx01_7,0,0,1.95024077,146.75
neg_6-20230927_M2,0,0,1.178515008,32
213G_8,0,0,1.535580524,7.25
213Gx01_8,0,0,1.196202532,29.75
218G_8,0,0,1.363402062,36.75
218Gx01_8,30.75,0.032520325,4.591397849,443.5
219G_8,33,0.03030303,4.670568562,484.75
219Gx01_8,0,0,1.210191083,31.5
blank_1-20230927_M5,0,0,1.386324786,24
223G_1,0,0,1.5,9.5
223Gx01_1,0,0,1.472924188,22.5
224G_1,0,0,1.335271318,21.5
224Gx01_1,0,0,1.463235294,37
225G_1,24.75,0.04040404,7.542691751,1113.25
225Gx01_1,0,0,1.308196721,30
229G_1,0,0,1.305514158,65.75
229Gx01_1,0,0,1.499108734,24.75
230G_1,42.75,0.023391813,1.50377562,76
230Gx01_1,0,0,1.358234295,31.25
blank_2-20230927_M5,0,0,1.450858034,31
223G_2,0,0,1.388235294,41.5
223Gx01_2,0,0,1.495974235,29.25
224G_2,0,0,1.360876897,27.5
224Gx01_2,0,0,1.421613394,27.5
225G_2,43.5,0.022988506,2.468406593,234.25
225Gx01_2,20.25,0.049382716,5.198804185,671
229G_2,0,0,1.233425414,54
229Gx01_2,17.25,0.057971014,6.429438543,837.5
230G_2,0,0,1.36,88.5
230Gx01_2,0,0,1.376146789,36.5
blank_3-20230927_M5,0,0,1.422960725,26.75
neg_1-20230927_M5,0,0,1.41981982,30
223G_3,0,0,1.415478615,37.5
223Gx01_3,0,0,1.48447205,22.5
224G_3,42,0.023809524,4.451890034,470.5
224Gx01_3,0,0,1.5625,19.75
225G_3,25.5,0.039215686,5.390070922,761
225Gx01_3,0,0,1.37232525,28.75
229G_3,24,0.041666667,8.019402985,948.5
229Gx01_3,0,0,1.478395062,28.5
230G_3,0,0,1.30316092,63.75
230Gx01_3,0,0,1.387048193,35.75
blank_4-20230927_M5,0,0,1.369252874,32
neg_2-20230927_M5,0,0,1.364069952,19.75
223G_4,0,0,1.877712032,93.75
223Gx01_4,0,0,1.4796875,26.5
224G_4,0,0,1.333333333,26.25
224Gx01_4,0,0,1.449386503,31.5
225G_4,0,0,1.127118644,67.25
225Gx01_4,0,0,1.369098712,33.5
229G_4,23.25,0.043010753,7.613193403,1077.75
229Gx01_4,29.25,0.034188034,4.721780604,480.75
230G_4,0,0,1.292389853,72.75
230Gx01_4,0,0,1.379154079,37
neg_3-20230927_M5,0,0,1.39183056,33.25
223G_5,0,0,1.374517375,22.5
223Gx01_5,0,0,1.462480858,26.75
224G_5,0,0,1.315359477,27
224Gx01_5,0,0,1.463525836,28
225G_5,29.25,0.034188034,5.410294118,729.5
225Gx01_5,0,0,1.413432836,26
229G_5,0,0,1.300613497,46
229Gx01_5,0,0,1.433534743,23.5
230G_5,0,0,1.309484193,53
230Gx01_5,0,0,1.298816568,40.25
neg_4-20230927_M5,0,0,1.385542169,35
223G_6,0,0,1.312617702,29.75
223Gx01_6,35.25,0.028368794,8.869436202,999.5
224G_6,0,0,1.27704918,27.5
224Gx01_6,0,0,1.431643625,23.5
225G_6,46.5,0.021505376,3.236209335,400.25
225Gx01_6,0,0,1.373493976,33
229G_6,33.75,0.02962963,2.438988095,201.25
229Gx01_6,0,0,1.431402439,28.75
230G_6,0,0,2.090062112,174
230Gx01_6,0,0,1.28,39
neg_5-20230927_M5,0,0,1.351432881,34.25
223G_7,0,0,1.327651515,28
223Gx01_7,0,0,1.376744186,27.75
224G_7,0,0,1.227929374,29.5
224Gx01_7,0,0,1.340361446,26.25
225G_7,22.5,0.044444444,7.689807976,1112.25
225Gx01_7,0,0,1.310693642,29.25
229G_7,43.5,0.022988506,2.967959528,257
229Gx01_7,24,0.041666667,4.662280702,552.75
230G_7,0,0,1.325,52.25
230Gx01_7,16.5,0.060606061,5.525622255,711.25
neg_6-20230927_M5,0,0,1.244680851,36.75
223G_8,0,0,1.234285714,25.5
223Gx01_8,0,0,1.251851852,33.25
224G_8,0,0,1.151001541,34.25
224Gx01_8,0,0,1.234104046,33.75
225G_8,0,0,1.148629149,60.5
225Gx01_8,0,0,1.233190272,32.25
229G_8,0,0,1.233704293,40
229Gx01_8,42,0.023809524,3.401162791,395.75
230G_8,34.5,0.028985507,3.074650078,296
230Gx01_8,0,0,1.321649485,13.25
blank_1-20230927_M7,0,0,1.405063291,19.5
231G_1,35.25,0.028368794,2.436363636,147
231Gx01_1,0,0,1.388613861,19.5
235G_1,0,0,1.652037618,9.75
235Gx01_1,0,0,1.375634518,24.5
236G_1,0,0,1.4125,9.75
236Gx01_1,0,0,1.374677003,32.25
237G_1,0,0,1.504792332,17.25
237Gx01_1,0,0,1.432642487,24.5
241G_1,0,0,1.406349206,12.5
241Gx01_1,0,0,1.336787565,22
blank_2-20230927_M7,0,0,1.444191344,24
231G_2,30.75,0.032520325,2.236842105,129
231Gx01_2,0,0,1.502392344,15.5
235G_2,0,0,1.406340058,12.75
235Gx01_2,0,0,1.524752475,16
236G_2,0,0,1.510086455,17.75
236Gx01_2,0,0,1.436893204,21.25
237G_2,0,0,1.386486486,22.5
237Gx01_2,0,0,1.38534279,23.25
241G_2,0,0,1.286089239,27
241Gx01_2,0,0,1.346153846,24.75
blank_3-20230927_M7,0,0,1.517241379,17.25
neg_1-20230927_M7,0,0,1.458333333,20
231G_3,0,0,1.973747017,106
231Gx01_3,0,0,1.466819222,12.25
235G_3,0,0,1.396501458,15
235Gx01_3,0,0,1.449074074,14
236G_3,24,0.041666667,11.9972752,993
236Gx01_3,0,0,1.403153153,20.75
237G_3,0,0,1.483870968,19.25
237Gx01_3,0,0,1.425438596,25
241G_3,0,0,1.384180791,20.75
241Gx01_3,0,0,1.365116279,22.5
blank_4-20230927_M7,0,0,1.433628319,21
neg_2-20230927_M7,0,0,1.385514019,20
231G_4,0,0,1.206349206,30
231Gx01_4,0,0,1.49078341,16.5
235G_4,44.25,0.02259887,4.463976945,277.5
235Gx01_4,0,0,1.408482143,26
236G_4,0,0,1.349246231,20.5
236Gx01_4,0,0,1.44966443,20
237G_4,0,0,1.430730479,23.5
237Gx01_4,0,0,1.417204301,25.25
241G_4,0,0,1.353092784,28
241Gx01_4,0,0,1.327623126,22.75
neg_3-20230927_M7,0,0,1.568019093,46.75
231G_5,0,0,1.246973366,25.5
231Gx01_5,0,0,1.440180587,17
235G_5,0,0,1.326869806,16
235Gx01_5,0,0,1.406818182,19.25
236G_5,46.5,0.021505376,5.944,447.75
236Gx01_5,0,0,1.373673036,28.25
237G_5,0,0,1.361323155,19.75
237Gx01_5,0,0,1.458715596,25.5
241G_5,0,0,1.422096317,16
241Gx01_5,0,0,1.331081081,23.75
neg_4-20230927_M7,0,0,1.313852814,24.75
231G_6,0,0,1.230232558,27.75
231Gx01_6,0,0,1.348195329,25.5
235G_6,0,0,1.278514589,19.25
235Gx01_6,0,0,1.358695652,24
236G_6,48,0.020833333,2.050113895,104.75
236Gx01_6,0,0,1.341825902,26
237G_6,0,0,1.302729529,24.25
237Gx01_6,0,0,1.339055794,25.75
241G_6,0,0,1.408695652,21.25
241Gx01_6,0,0,1.289823009,24.75
neg_5-20230927_M7,0,0,1.523041475,36.5
231G_7,0,0,1.246376812,29.25
231Gx01_7,0,0,1.356989247,24.75
235G_7,0,0,1.35530086,14
235Gx01_7,0,0,1.4049217,21
236G_7,0,0,1.301298701,20.75
236Gx01_7,43.5,0.022988506,2.366666667,155.5
237G_7,0,0,1.276699029,26.5
237Gx01_7,0,0,1.316129032,26
241G_7,0,0,1.375722543,14.25
241Gx01_7,0,0,1.23940678,27.25
neg_6-20230927_M7,0,0,1.217672414,18
231G_8,0,0,1.369230769,32.5
231Gx01_8,0,0,1.205073996,22.5
235G_8,0,0,1.233618234,10.5
235Gx01_8,0,0,1.210416667,24.5
236G_8,0,0,1.274456522,19.5
236Gx01_8,0,0,1.238900634,26.25
237G_8,0,0,1.230215827,30.5
237Gx01_8,0,0,1.231914894,21.75
241G_8,0,0,1.287598945,22.75
241Gx01_8,0,0,1.217672414,27
blank_1-20230927_M8,0,0,1.319223986,31.25
253G_1,0,0,1.313909774,25.5
253Gx01_1,0,0,1.362132353,27.25
254G_1,0,0,1.337142857,23.25
254Gx01_1,0,0,1.362962963,20.25
255G_1,0,0,1.277673546,25
255Gx01_1,0,0,1.309481216,21.25
259G_1,0,0,1.252699784,21
259Gx01_1,0,0,1.373795761,21.75
260G_1,38.25,0.026143791,8.662790698,768.5
260Gx01_1,0,0,1.27047619,16.5
blank_2-20230927_M8,0,0,1.304212168,34.5
253G_2,0,0,1.364565588,20.25
253Gx01_2,0,0,1.342902711,22
254G_2,0,0,1.32173913,26.5
254Gx01_2,0,0,1.346153846,24
255G_2,0,0,1.335714286,25.75
255Gx01_2,0,0,1.339228296,25.25
259G_2,34.5,0.028985507,7.175542406,723
259Gx01_2,0,0,1.371329879,28.5
260G_2,31.5,0.031746032,7.387840671,711
260Gx01_2,43.5,0.022988506,3.576988156,366.25
blank_3-20230927_M8,0,0,1.316957211,29
neg_1-20230927_M8,0,0,1.312169312,28.5
253G_3,0,0,1.414675768,23.25
253Gx01_3,0,0,1.3640625,23.5
254G_3,43.5,0.022988506,2.814144737,278.75
254Gx01_3,0,0,1.427620632,21
255G_3,0,0,1.376098418,24
255Gx01_3,0,0,1.373397436,20.25
259G_3,0,0,1.236790607,21
259Gx01_3,0,0,1.320066335,26.75
260G_3,33,0.03030303,8.190082645,801.5
260Gx01_3,0,0,1.279338843,23.5
blank_4-20230927_M8,0,0,1.280966767,31.75
neg_2-20230927_M8,0,0,1.317152104,26.75
253G_4,0,0,1.323001631,32.25
253Gx01_4,0,0,1.363924051,23.25
254G_4,0,0,1.289689034,27.25
254Gx01_4,0,0,1.346875,27.25
255G_4,0,0,1.308724832,27.5
255Gx01_4,0,0,1.321259843,27
259G_4,0,0,1.253333333,32
259Gx01_4,0,0,1.401372213,22
260G_4,27,0.037037037,7.967213115,814.75
260Gx01_4,0,0,1.2996633,25.25
neg_3-20230927_M8,0,0,1.332826748,24.75
253G_5,0,0,1.324590164,22.5
253Gx01_5,0,0,1.376582278,27.25
254G_5,0,0,1.292561983,29.5
254Gx01_5,0,0,1.423701299,21.5
255G_5,0,0,1.301724138,28
255Gx01_5,0,0,1.329581994,22.25
259G_5,39.75,0.025157233,6.058712121,644
259Gx01_5,0,0,1.350253807,24.5
260G_5,47.25,0.021164021,3.350393701,283.25
260Gx01_5,31.5,0.031746032,4.348314607,425.5
neg_4-20230927_M8,0,0,1.398026316,16.75
253G_6,0,0,1.41622575,18.5
253Gx01_6,0,0,1.308868502,32.5
254G_6,0,0,1.31122449,24.25
254Gx01_6,0,0,1.313271605,24.25
255G_6,0,0,1.252836305,27.25
255Gx01_6,0,0,1.260336907,28.75
259G_6,0,0,1.267924528,28.25
259Gx01_6,48,0.020833333,2.051364366,172
260G_6,24.75,0.04040404,8.434782609,821.5
260Gx01_6,0,0,1.246305419,27.75
neg_5-20230927_M8,0,0,1.316129032,23.25
253G_7,0,0,1.32998325,20
253Gx01_7,0,0,1.322169059,23.5
254G_7,0,0,1.244224422,25.25
254Gx01_7,0,0,1.26006192,31.25
255G_7,0,0,1.225042301,33
255Gx01_7,0,0,1.310725552,24.25
259G_7,0,0,1.155945419,22.5
259Gx01_7,0,0,1.244698206,28.5
260G_7,0,0,1.221757322,26
260Gx01_7,0,0,1.230263158,28.75
neg_6-20230927_M8,0,0,1.241721854,18.75
253G_8,0,0,1.240400668,22.5
253Gx01_8,0,0,1.23993808,20
254G_8,0,0,1.18226601,23
254Gx01_8,0,0,1.261943987,28
255G_8,0,0,1.158069884,30.25
255Gx01_8,0,0,1.204368175,29.25
259G_8,39,0.025641026,5.412098299,577
259Gx01_8,0,0,1.245,22.75
260G_8,42,0.023809524,5.773279352,571.25
260Gx01_8,42,0.023809524,5.91025641,671.75
blank_1-20230927_M9,0,0,1.289079229,16.25
261G_1,0,0,1,25.25
261Gx01_1,33,0.03030303,8.151187905,826
265G_1,0,0,1.202597403,7.5
265Gx01_1,0,0,1.330396476,9.25
266G_1,0,0,1.274509804,7
266Gx01_1,30,0.033333333,6.892694064,626.25
271G_1,0,0,1.197943445,6.75
271Gx01_1,0,0,1.331797235,7.75
blank_2-20230927_M9,0,0,1.265938069,26.5
261G_2,0,0,1.013307985,26.75
261Gx01_2,0,0,1.285451197,15.5
265G_2,0,0,2.103529412,118
265Gx01_2,0,0,1.357692308,17.5
266G_2,0,0,1.393162393,29.25
266Gx01_2,0,0,1.319148936,9
271G_2,0,0,1.272,10
271Gx01_2,0,0,1.234848485,25
blank_3-20230927_M9,0,0,1.305025997,28.5
neg_1-20230927_M9,0,0,1.307535642,9.25
261G_3,0,0,1,32.5
261Gx01_3,0,0,1.279279279,15.5
265G_3,0,0,1.275395034,7.75
265Gx01_3,0,0,1.351456311,12.5
266G_3,0,0,1.336956522,5.5
266Gx01_3,44.25,0.02259887,6.744140625,688.75
271G_3,0,0,1.223376623,6.25
271Gx01_3,0,0,1.22970297,17.25
blank_4-20230927_M9,0,0,1.195325543,17.75
neg_2-20230927_M9,0,0,1.298507463,13.25
261G_4,0,0,1.003502627,30.75
261Gx01_4,0,0,1.251318102,16.25
265G_4,0,0,1.277647059,10
265Gx01_4,0,0,1.269982238,21.5
266G_4,0,0,1.345303867,6
266Gx01_4,41.25,0.024242424,3.582278481,277.75
271G_4,30.75,0.032520325,16.35579515,1408.75
271Gx01_4,0,0,1.24952381,16.5
neg_3-20230927_M9,0,0,1.224778761,12.75
261G_5,0,0,1.030195382,30
261Gx01_5,0,0,1.325925926,15.75
265G_5,0,0,1.236966825,8.25
265Gx01_5,0,0,1.308256881,20.5
266G_5,0,0,1.328488372,4.25
266Gx01_5,0,0,1.275510204,12.75
271G_5,0,0,1.247933884,9.25
271Gx01_5,0,0,1.220472441,11.75
neg_4-20230927_M9,0,0,1.231046931,19
261G_6,0,0,1.020761246,34.25
261Gx01_6,0,0,1.251724138,13.75
265G_6,0,0,1.240875912,4.25
265Gx01_6,0,0,1.366396761,7.75
266G_6,0,0,1.296875,6
266Gx01_6,35.25,0.028368794,6.325630252,487
271G_6,0,0,1.187327824,4.5
271Gx01_6,0,0,1.25250501,16.25
neg_5-20230927_M9,0,0,1.268656716,22.75
261G_7,0,0,1.029462738,33.75
261Gx01_7,0,0,1.267730496,14.75
265G_7,0,0,1.2845953,6.5
265Gx01_7,0,0,1.241908007,17
266G_7,0,0,1.297082228,6
266Gx01_7,38.25,0.026143791,3.476095618,208.5
271G_7,0,0,1.217032967,8.25
271Gx01_7,0,0,1.243353783,12
neg_6-20230927_M9,0,0,1.145648313,16.75
261G_8,0,0,1.03030303,31
261Gx01_8,0,0,1.176759411,27.5
265G_8,0,0,1.15942029,6.5
265Gx01_8,0,0,1.230627306,22.25
266G_8,0,0,1.241192412,4.75
266Gx01_8,46.5,0.021505376,3.320895522,326
271G_8,0,0,1.179347826,6
271Gx01_8,0,0,1.227926078,15
blank_1-20230928_M1,0,0,1.306521739,17.5
283G_1,0,0,1.312169312,5.5
283Gx01_1,0,0,1.269547325,16.25
284G_1,0,0,1.331683168,9.25
284Gx01_1,0,0,1.263157895,19.75
285G_1,0,0,1.230434783,19
285Gx01_1,0,0,1.293103448,20
289G_1,0,0,1.215555556,19.75
289Gx01_1,0,0,1.284188034,20.5
290G_1,0,0,1.259615385,17
290Gx01_1,0,0,1.206971678,21
blank_2-20230928_M1,0,0,1.34939759,16.5
283G_2,0,0,1.387012987,7
283Gx01_2,0,0,1.353658537,17.25
284G_2,0,0,1.270386266,20.75
284Gx01_2,0,0,1.328740157,17.25
285G_2,0,0,1.289130435,19
285Gx01_2,0,0,1.346153846,21.5
289G_2,0,0,1.275362319,21
289Gx01_2,0,0,1.325252525,18.75
290G_2,0,0,1.270454545,13.75
290Gx01_2,0,0,1.308016878,16.25
blank_3-20230928_M1,0,0,1.305343511,20.75
neg_1-20230928_M1,0,0,1.294117647,19.5
283G_3,0,0,1.364764268,9.5
283Gx01_3,0,0,1.332053743,20.75
284G_3,0,0,1.270833333,23.5
284Gx01_3,0,0,1.343873518,19
285G_3,0,0,1.284536082,18.25
285Gx01_3,0,0,1.343936382,21.25
289G_3,40.5,0.024691358,3.265469062,257.5
289Gx01_3,0,0,1.307086614,21.25
290G_3,0,0,1.321995465,16.75
290Gx01_3,0,0,1.247524752,19.75
blank_4-20230928_M1,0,0,1.293436293,21
neg_2-20230928_M1,0,0,1.286561265,22.5
283G_4,0,0,1.329297821,11.75
283Gx01_4,0,0,1.330152672,18
284G_4,0,0,1.265560166,18.25
284Gx01_4,0,0,1.358925144,19
285G_4,0,0,1.29,22.75
285Gx01_4,0,0,1.316306483,24
289G_4,0,0,1.268292683,21.5
289Gx01_4,0,0,1.358024691,19.25
290G_4,0,0,1.232409382,17.25
290Gx01_4,0,0,1.259481038,22
neg_3-20230928_M1,0,0,1.273244782,21.75
283G_5,0,0,1.289473684,9.5
283Gx01_5,0,0,1.309477756,21.75
284G_5,0,0,1.255578093,17.25
284Gx01_5,0,0,1.322641509,22.75
285G_5,0,0,1.272164948,25.5
285Gx01_5,0,0,1.303675048,21.5
289G_5,0,0,1.25203252,22.5
289Gx01_5,0,0,1.284860558,21.5
290G_5,0,0,1.206451613,25.5
290Gx01_5,30.75,0.032520325,11.80990099,1190
neg_4-20230928_M1,0,0,1.23800738,26.5
283G_6,0,0,1.260465116,9.75
283Gx01_6,0,0,1.272222222,19.75
284G_6,0,0,1.215605749,20.25
284Gx01_6,0,0,1.276051188,23.5
285G_6,0,0,1.219465649,21.25
285Gx01_6,0,0,1.303605313,23.5
289G_6,0,0,1.285420945,23
289Gx01_6,0,0,1.334645669,23
290G_6,0,0,1.233480176,23.75
290Gx01_6,0,0,1.223938224,28.25
neg_5-20230928_M1,0,0,1.208333333,23
283G_7,0,0,1.2975,8
283Gx01_7,0,0,1.234404537,25.25
284G_7,0,0,1.198731501,18
284Gx01_7,0,0,1.257407407,22.5
285G_7,0,0,1.214,24.25
285Gx01_7,0,0,1.313953488,21.75
289G_7,39,0.025641026,3.807453416,331.5
289Gx01_7,0,0,1.285433071,21.25
290G_7,0,0,1.247641509,18.25
290Gx01_7,0,0,1.193423598,23.5
neg_6-20230928_M1,0,0,1.148362235,23.5
283G_8,0,0,1.197647059,13
283Gx01_8,0,0,1.131578947,23.25
284G_8,0,0,1.157142857,17
284Gx01_8,0,0,1.22310757,22
285G_8,0,0,1.202755906,21.5
285Gx01_8,0,0,1.223735409,26
289G_8,0,0,1.184368737,24.5
289Gx01_8,0,0,1.208171206,23
290G_8,0,0,1.154017857,21.5
290Gx01_8,0,0,1.148648649,24
blank_1-20230928_M12,0,0,1.37751004,9.5
291G_1,0,0,1.532608696,3.75
291Gx01_1,0,0,1.436440678,12
297G_1,0,0,1.511111111,6.5
297Gx01_1,0,0,1.454935622,9.25
298G_1,0,0,1.317280453,58
298Gx01_1,0,0,1.34,9
299G_1,0,0,1.439790576,7.25
299Gx01_1,0,0,1.345679012,10.75
301G_1,0,0,1.5,3.5
301Gx01_1,0,0,1.276422764,12.75
blank_2-20230928_M12,0,0,1.414448669,10.5
291G_2,0,0,1.482758621,6.5
291Gx01_2,0,0,1.470355731,11.5
297G_2,0,0,1.453658537,6
297Gx01_2,0,0,1.490196078,9
298G_2,0,0,1.406392694,11.25
298Gx01_2,0,0,1.505791506,8.25
299G_2,0,0,1.45410628,7.75
299Gx01_2,0,0,1.410447761,13.75
301G_2,0,0,1.428571429,8.25
301Gx01_2,0,0,1.364661654,11.5
blank_3-20230928_M12,0,0,1.407942238,11.75
neg_1-20230928_M12,0,0,1.418410042,14.25
291G_3,0,0,2.394495413,20
291Gx01_3,0,0,1.460674157,11.5
297G_3,0,0,1.413461538,8.5
297Gx01_3,0,0,1.400735294,11.5
298G_3,0,0,1.592592593,19.75
298Gx01_3,0,0,1.458955224,11.25
299G_3,0,0,1.367256637,11
299Gx01_3,0,0,1.459770115,12.25
301G_3,0,0,1.368421053,10
301Gx01_3,0,0,1.384057971,11.75
blank_4-20230928_M12,0,0,1.348754448,13.25
neg_2-20230928_M12,0,0,1.446640316,14.25
291G_4,0,0,1.428571429,9.75
291Gx01_4,0,0,1.415441176,13.25
297G_4,0,0,1.403755869,9
297Gx01_4,0,0,1.47148289,10.5
298G_4,0,0,1.413953488,9.75
298Gx01_4,0,0,1.445255474,12
299G_4,0,0,1.391509434,8
299Gx01_4,0,0,1.400735294,13
301G_4,0,0,1.320987654,12.5
301Gx01_4,0,0,1.335740072,13.5
neg_3-20230928_M12,0,0,1.425855513,13.75
291G_5,0,0,1.413636364,7.75
291Gx01_5,0,0,1.377777778,11.25
297G_5,0,0,1.373873874,10.5
297Gx01_5,0,0,1.385454545,12
298G_5,0,0,1.637554585,18.25
298Gx01_5,0,0,1.336842105,13.75
299G_5,0,0,1.342592593,9
299Gx01_5,0,0,1.376811594,14.75
301G_5,0,0,1.306122449,12.25
301Gx01_5,0,0,1.302158273,12
neg_4-20230928_M12,0,0,1.338181818,13.5
291G_6,0,0,1.421800948,9
291Gx01_6,0,0,1.360294118,15.25
297G_6,0,0,1.37037037,9.25
297Gx01_6,0,0,1.405204461,12.25
298G_6,0,0,1.371428571,9
298Gx01_6,0,0,1.400722022,12.25
299G_6,0,0,1.401913876,8
299Gx01_6,0,0,1.355871886,14.25
301G_6,0,0,1.372197309,10.5
301Gx01_6,0,0,1.294545455,14.25
neg_5-20230928_M12,0,0,1.296296296,11.5
291G_7,0,0,1.352112676,9.25
291Gx01_7,0,0,1.351648352,11
297G_7,0,0,1.292035398,9.5
297Gx01_7,0,0,1.347670251,13
298G_7,0,0,1.366515837,9.75
298Gx01_7,0,0,1.355871886,13.75
299G_7,0,0,1.30941704,10.5
299Gx01_7,0,0,1.298932384,12.5
301G_7,0,0,1.293333333,11.25
301Gx01_7,0,0,1.257142857,12.5
neg_6-20230928_M12,0,0,1.199300699,13.5
291G_8,0,0,1.292682927,9
291Gx01_8,0,0,1.285198556,13.75
297G_8,0,0,1.242990654,8
297Gx01_8,0,0,1.247272727,14
298G_8,0,0,1.28436019,9.75
298Gx01_8,0,0,1.235087719,12.25
299G_8,0,0,1.203539823,11.25
299Gx01_8,0,0,1.275618375,13
301G_8,0,0,1.246753247,9.75
301Gx01_8,0,0,1.211469534,11.5
blank_1-20230929_M10,0,0,1.408482143,15.25
351G_1,0,0,1.350253807,3
351Gx01_1,0,0,1.438356164,11.75
355G_1,0,0,1.37628866,3.5
355Gx01_1,0,0,1.471698113,9.75
356G_1,0,0,1.524752475,34.25
356Gx01_1,0,0,1.485057471,8.5
357G_1,0,0,1.381679389,4.75
357Gx01_1,0,0,1.428899083,10.5
361G_1,0,0,1.356234097,5.75
361Gx01_1,0,0,1.366972477,13
blank_2-20230929_M10,0,0,1.372050817,17.25
351G_2,0,0,1.443069307,7.5
351Gx01_2,0,0,1.508333333,15.75
355G_2,0,0,1.446555819,11.5
355Gx01_2,0,0,1.532494759,10
356G_2,0,0,1.368644068,21.75
356Gx01_2,0,0,1.562,14.25
357G_2,0,0,1.431980907,21.75
357Gx01_2,0,0,1.458585859,23
361G_2,0,0,1.438095238,7.25
361Gx01_2,0,0,1.486542443,20
blank_3-20230929_M10,0,0,1.437616387,18.5
neg_1-20230929_M10,0,0,1.472160356,12.5
351G_3,0,0,1.441314554,11.25
351Gx01_3,0,0,1.569105691,16.75
355G_3,0,0,1.381165919,17
355Gx01_3,0,0,1.5,16
356G_3,0,0,1.360488798,30.75
356Gx01_3,0,0,1.484375,11.75
357G_3,0,0,1.44266055,11.5
357Gx01_3,0,0,1.46812749,20.25
361G_3,0,0,1.388505747,10.25
361Gx01_3,0,0,1.313207547,20.75
blank_4-20230929_M10,0,0,1.38619403,20
neg_2-20230929_M10,0,0,1.444668008,26.25
351G_4,0,0,1.38963964,18.75
351Gx01_4,0,0,1.430451128,28.5
355G_4,0,0,1.378378378,11.5
355Gx01_4,0,0,1.492842536,19.25
356G_4,0,0,1.299610895,28.25
356Gx01_4,0,0,1.397058824,22.25
357G_4,0,0,1.37254902,12
357Gx01_4,0,0,1.446969697,30.5
361G_4,0,0,1.380841121,6
361Gx01_4,0,0,1.59714795,65.25
